variable,raw,code
q_approval_eu,Hylkään jossain määrin,tend_disapprove
q_approval_eu,Jobbára nem ért egyet,tend_disapprove
q_approval_eu,Raczej nie popieram,tend_disapprove
q_approval_eu,Skôr nesúhlasím,tend_disapprove
q_approval_eu,Sliecos neatbalstīt,tend_disapprove
q_approval_eu,Spíše neschvaluji,tend_disapprove
q_approval_eu,Tend to disapprove,tend_disapprove
q_approval_eu,Tendo a desaprovar,tend_disapprove
q_approval_eu,Tendo a disapprovare,tend_disapprove
q_approval_eu,Tiendo a desaprobar,tend_disapprove
q_approval_eu,Tind să dezaprob,tend_disapprove
q_approval_eu,Uglavnom se ne slažem,tend_disapprove
q_approval_eu,Vecinoma ne odobravam,tend_disapprove
q_approval_eu,Veikiau nepritariu,tend_disapprove
q_approval_eu,Τείνω να μην εγκρίνω,tend_disapprove
q_approval_eu,Nemám názor,NA
q_approval_natgov,22,approve
q_approval_natgov,23,approve
q_approval_natgov,Approve,approve
q_approval_natgov,Approvo,approve
q_approval_natgov,Aprob,approve
q_approval_natgov,Aprovo,approve
q_approval_natgov,Apruebo,approve
q_approval_natgov,Atbalstu,approve
q_approval_natgov,Eens,approve
q_approval_natgov,Egyetért,approve
q_approval_natgov,Enig,approve
q_approval_natgov,Godtar,approve
q_approval_natgov,Hyväksyn,approve
q_approval_natgov,J'approuve,approve
q_approval_natgov,Je désapprouve,approve
q_approval_natgov,Odobravam,approve
q_approval_natgov,Pooldan,approve
q_approval_natgov,Popieram,approve
q_approval_natgov,Pritariu,approve
q_approval_natgov,Schvaluji,approve
q_approval_natgov,Slažem se,approve
q_approval_natgov,Súhlasím,approve
q_approval_natgov,Zufrieden,approve
q_approval_natgov,Εγκρίνω,approve
q_approval_natgov,Одобрявам,approve
q_approval_natgov,Desaprovo,disapprove
q_approval_natgov,Desapruebo,disapprove
q_approval_natgov,Dezaprob,disapprove
q_approval_natgov,Disapprove,disapprove
q_approval_natgov,Disapprovo,disapprove
q_approval_natgov,Ei poolda,disapprove
q_approval_natgov,Förkastar,disapprove
q_approval_natgov,Hylkään,disapprove
q_approval_natgov,Je n'approuve ni ne désapprouve,disapprove
q_approval_natgov,Ne odobravam,disapprove
q_approval_natgov,Ne slažem se,disapprove
q_approval_natgov,Neatbalstu,disapprove
q_approval_natgov,Nem ért egyet,disapprove
q_approval_natgov,Nepritariu,disapprove
q_approval_natgov,Neschvaluji,disapprove
q_approval_natgov,Nesúhlasím,disapprove
q_approval_natgov,Nie popieram,disapprove
q_approval_natgov,Non approvo né disapprovo,disapprove
q_approval_natgov,Não aprovo nem desaprovo,disapprove
q_approval_natgov,Oneens,disapprove
q_approval_natgov,Uenig,disapprove
q_approval_natgov,Unzufrieden,disapprove
q_approval_natgov,Δεν εγκρίνω,disapprove
q_approval_natgov,Не одобрявам,disapprove
q_approval_natgov,"Ani popieram, ani nie popieram",neither
q_approval_natgov,Ei poolda ega ole vastu,neither
q_approval_natgov,Etkö hyväksyn etkä hylkään,neither
q_approval_natgov,Hverken enig eller uenig,neither
q_approval_natgov,"Nedz atbalstu, nedz neatbalstu",neither
q_approval_natgov,"Nei pritariu, nei nepritariu",neither
q_approval_natgov,Neither approve or disapprove,neither
q_approval_natgov,Ni apruebo ni desapruebo,neither
q_approval_natgov,Niti Odobravam niti ne odobravam,neither
q_approval_natgov,Niti se slažem niti ne slažem,neither
q_approval_natgov,"No eens, noch oneens",neither
q_approval_natgov,Semleges álláspontot képvisel,neither
q_approval_natgov,Varken godtar eller förkastar,neither
q_approval_natgov,Weder zufrieden noch unzufrieden,neither
q_approval_natgov,Îmi este indiferent,neither
q_approval_natgov,Ούτε εγκρίνω ούτε δεν εγκρίνω,neither
q_approval_natgov,"Нито одобрявам, нито не одобрявам",neither
q_approval_natgov,Eher zufrieden,tend_approve
q_approval_natgov,Forholdsvis enig,tend_approve
q_approval_natgov,Godtar till viss del,tend_approve
q_approval_natgov,Grotendeels eens,tend_approve
q_approval_natgov,Grotendeels oneens,tend_approve
q_approval_natgov,Hyväksyn jossain määrin,tend_approve
q_approval_natgov,J'ai tendance à approuver,tend_approve
q_approval_natgov,J'ai tendance à désapprouver,tend_approve
q_approval_natgov,Jobbára egyetért,tend_approve
q_approval_natgov,Pigem ei poolda,tend_approve
q_approval_natgov,Pigem pooldan,tend_approve
q_approval_natgov,Raczej popieram,tend_approve
q_approval_natgov,Skôr súhlasím,tend_approve
q_approval_natgov,Sliecos atbalstīt,tend_approve
q_approval_natgov,Spíše schvaluji,tend_approve
q_approval_natgov,Tend to approve,tend_approve
q_approval_natgov,Tendo a aprovar,tend_approve
q_approval_natgov,Tendo ad approvare,tend_approve
q_approval_natgov,Tiendo a aprobar,tend_approve
q_approval_natgov,Tind să aprob,tend_approve
q_approval_natgov,Uglavnom se slažem,tend_approve
q_approval_natgov,Vecinoma odobravam,tend_approve
q_approval_natgov,Veikiau pritariu,tend_approve
q_approval_natgov,Τείνω να εγκρίνω,tend_approve
q_approval_natgov,Склонен/на към неободрение,tend_approve
q_approval_natgov,Склонен/на към одобрение,tend_approve
q_approval_natgov,Eher unzufrieden,tend_disapprove
q_approval_natgov,Forholdsvis uenig,tend_disapprove
q_approval_natgov,Förkastar till viss del,tend_disapprove
q_approval_natgov,Hylkään jossain määrin,tend_disapprove
q_approval_natgov,Jobbára nem ért egyet,tend_disapprove
q_approval_natgov,Raczej nie popieram,tend_disapprove
q_approval_natgov,Skôr nesúhlasím,tend_disapprove
q_approval_natgov,Sliecos neatbalstīt,tend_disapprove
q_approval_natgov,Spíše neschvaluji,tend_disapprove
q_approval_natgov,Tend to disapprove,tend_disapprove
q_approval_natgov,Tendo a desaprovar,tend_disapprove
q_approval_natgov,Tendo a disapprovare,tend_disapprove
q_approval_natgov,Tiendo a desaprobar,tend_disapprove
q_approval_natgov,Tind să dezaprob,tend_disapprove
q_approval_natgov,Uglavnom se ne slažem,tend_disapprove
q_approval_natgov,Vecinoma ne odobravam,tend_disapprove
q_approval_natgov,Veikiau nepritariu,tend_disapprove
q_approval_natgov,Τείνω να μην εγκρίνω,tend_disapprove
q_approval_natgov,Nemám názor,NA
q_cjeu_pos,"Az Európai Unió Bírósága hajlik rá, hogy előnyben részesítse a Bizottság fellépéseit",favor_government
q_cjeu_pos,Curtea de Justiție a Uniunii Europene tinde să favorizeze acțiunile întreprinse de Comisie,favor_government
q_cjeu_pos,Der Gerichtshof der Europäischen Union begünstigt eher die von der Kommission ergriffenen Maßnahmen,favor_government
q_cjeu_pos,EU-Domstolen har tendens til at favorisere handlinger udført af Kommissione,favor_government
q_cjeu_pos,EU-Domstolen har tendens til at favorisere handlinger udført af Kommissionen,favor_government
q_cjeu_pos,EU-domstolen har en tendens att gynna åtgärder vidtagna av Kommissione,favor_government
q_cjeu_pos,Eiropas Savienības Tiesa sliecas atbalstīt Komisijas veiktās darbības,favor_government
q_cjeu_pos,El Tribunal de Justicia de la Unión Europea suele favorecer medidas tomadas por la Comisión,favor_government
q_cjeu_pos,Euroopa Liidu Kohus kaldub soosima Euroopa Komisjoni poolt rakendatavaid meetmei,favor_government
q_cjeu_pos,Euroopa Liidu Kohus kaldub soosima Euroopa Komisjoni poolt rakendatavaid meetmeid,favor_government
q_cjeu_pos,Euroopan unionin tuomioistuimella on taipumuksena suosia Euroopan komission toteuttamia toimia,favor_government
q_cjeu_pos,Europejski Trybunał Sprawiedliwości zwykle przychyla się czynnościom podejmowanym przez Komisj,favor_government
q_cjeu_pos,Europos Sąjungos teisingumo teismas palankesnis Komisijos veiksmams,favor_government
q_cjeu_pos,Het Hof van Justitie van de Europese Unie heeft de neiging de voorkeur te geven aan acties van de Commissie,favor_government
q_cjeu_pos,La Corte di giustizia dell'Unione europea tende a favorire azioni intraprese dalla Commissione europea,favor_government
q_cjeu_pos,La Cour de justice de l'Union européenne à tendance à favoriser les mesures prises par la Commission,favor_government
q_cjeu_pos,O Tribunal de Justiça da União Europeia tende a favorecer as ações tomadas pela Comissão,favor_government
q_cjeu_pos,Sodišče Evropske unije običajno favorizira ukrepe Komisije,favor_government
q_cjeu_pos,Soudní dvůr Evropské unie má tendenci podporovat úkony Evropské komise,favor_government
q_cjeu_pos,Sud Europske unije je sklon aktivnostima koje poduzima Komisija,favor_government
q_cjeu_pos,Súdny dvor Európskej únie má tendenciu uprednostňovať opatrenia prijaté Komisiou,favor_government
q_cjeu_pos,The Court of Justice of the European Union tends to favor actions taken by the Commission,favor_government
q_cjeu_pos,Το Δικαστήριο της Ευρωπαϊκής Ένωσης τείνει να ευνοεί ενέργειες της Επιτροπής,favor_government
q_cjeu_pos,"Съдът на Европейския съюз е склонен да подкрепя действия, предприети от Комисията",favor_government
q_cjeu_pos,"Az Európai Unió Bírósága hajlik rá, hogy védelmezze a szembenálló csoportokat",favor_opposition
q_cjeu_pos,Curtea de Justiție a Uniunii Europene tinde să protejeze grupările de opoziție,favor_opposition
q_cjeu_pos,"Der Gerichtshof der Europäischen Union schützt eher Gruppen, die gegen die Kommission sind",favor_opposition
q_cjeu_pos,EU-Domstolen har tendens til at beskytte oppositionsgrupper,favor_opposition
q_cjeu_pos,EU-domstolen har en tendens att skydda grupper som står i opposition,favor_opposition
q_cjeu_pos,Eiropas Savienības Tiesa sliecas aizsargāt opozīcijā esošās grupas,favor_opposition
q_cjeu_pos,El Tribunal de Justicia de la Unión Europea suele proteger a los grupos opuestos,favor_opposition
q_cjeu_pos,Euroopa Liidu Kohus kaldub kaitsma sellele vastanduvaid rühmi,favor_opposition
q_cjeu_pos,Euroopan unionin tuomioistuimella on taipumuksena suojella oppositioryhmiä,favor_opposition
q_cjeu_pos,Europejski Trybunał Sprawiedliwości zwykle chroni przeciwną stronę,favor_opposition
q_cjeu_pos,Europos Sąjungos teisingumo teismas linkęs apsaugoti opozicines grupes,favor_opposition
q_cjeu_pos,Het Hof van Justitie van de Europese Unie heeft de neiging oppositiegroepen te beschermen,favor_opposition
q_cjeu_pos,La Corte di Giustizia dell'Unione europea tende a proteggere gruppi contrapposti,favor_opposition
q_cjeu_pos,La Cour de justice de l'Union européenne à tendance à protéger les groupes opposés,favor_opposition
q_cjeu_pos,O Tribunal de Justiça da União Europeia tende a proteger os grupos opositores,favor_opposition
q_cjeu_pos,"Sodišče Evropske komisije običajno ščiti skupine, ki nasprotujejo",favor_opposition
q_cjeu_pos,"Soudní dvůr Evropské unie má tendenci hájit skupiny, které jsou v opozici",favor_opposition
q_cjeu_pos,Sud Europske unije je sklon štititi suprotstavljene skupine,favor_opposition
q_cjeu_pos,Súdny dvor Európskej únie má tendenciu chrániť protichodné skupiny,favor_opposition
q_cjeu_pos,The Court of Justice of the European Union tends to protect opposing groups,favor_opposition
q_cjeu_pos,Το Δικαστήριο της Ευρωπαϊκής Ένωσης τείνει να προστατεύει τις ομάδες που αντιτίθενται,favor_opposition
q_cjeu_pos,Съдът на Европейския съюз е склонен да защитава опониращи  групи,favor_opposition
q_cjeu_pos,Don't know,NA
q_cjeu_pos,Ei tea,NA
q_cjeu_pos,En tiedä,NA
q_cjeu_pos,Ne Sait Pas,NA
q_cjeu_pos,Ne vem,NA
q_cjeu_pos,Ne znam,NA
q_cjeu_pos,Nem Tudom,NA
q_cjeu_pos,Neviem,NA
q_cjeu_pos,Nevím,NA
q_cjeu_pos,Nezinu,NA
q_cjeu_pos,Nežinau,NA
q_cjeu_pos,Nie wiem,NA
q_cjeu_pos,No sé,NA
q_cjeu_pos,Non so,NA
q_cjeu_pos,Nu ştiu,NA
q_cjeu_pos,Não sei,NA
q_cjeu_pos,Ved ikke,NA
q_cjeu_pos,Vet ej,NA
q_cjeu_pos,Weet niet,NA
q_cjeu_pos,Weiß nicht,NA
q_cjeu_pos,δεν ξέρω,NA
q_cjeu_pos,Не знам,NA
q_cjeu_pos_fra,La Cour de justice de l'Union européenne à tendance à favoriser les mesures prises par la Commission,favor_government
q_cjeu_pos_fra,La Cour de justice de l'Union européenne à tendance à protéger les groupes opposés,favor_opposition
q_cjeu_pos_fra,Ne Sait Pas,NA
q_court_pos,A Bíróság többnyire a kormány intézkedéseit támogatja,favor_government
q_court_pos,Court tends to favor the government's actions,favor_government
q_court_pos,Curtea tinde să favorizeze acțiunile guvernului,favor_government
q_court_pos,Das Gericht neigt eher Maßnahmen der Regierung zu,favor_government
q_court_pos,Das Gericht neigt eher den Maßnahmen der Regierung zu,favor_government
q_court_pos,De Raad heeft de neiging om positief te staan ten aanzien van regeringsmaatregelen,favor_government
q_court_pos,Domstolen tenderar att gynna regeringens åtgärder,favor_government
q_court_pos,El Tribunal tiende a favorecer las acciones del gobierno,favor_government
q_court_pos,Højesteret favoriserer regeringens handlinger,favor_government
q_court_pos,Je ne sais pas,favor_government
q_court_pos,Kohus kaldub eelistama valitsuse meetmeid,favor_government
q_court_pos,La Cour a tendance à favoriser les mesures prises par le gouvernement,favor_government
q_court_pos,La corte tende a favorire le misure del governo,favor_government
q_court_pos,O tribunal tende a favorecer as ações do governo,favor_government
q_court_pos,Sodišče se nagiba k podpiranju dejanj vlade.,favor_government
q_court_pos,Soud má tendenci podporovat opoziční strany,favor_government
q_court_pos,Soud má tendenci podporovat úkony vlády,favor_government
q_court_pos,Sud je sklon aktivnostima vlade,favor_government
q_court_pos,Súd sa zvykne prikloniť ku krokom vlády,favor_government
q_court_pos,Teismas dažnai palankesnis valdžios veiksmams,favor_government
q_court_pos,Tiesa parasti atbalsta valdības darbības,favor_government
q_court_pos,Trybunał ma tendencję do faworyzowania działań rządu,favor_government
q_court_pos,Valiokunnalla on taipumuksena suosia hallituksen toimia,favor_government
q_court_pos,Το Δικαστήριο τείνει να ευνοεί τις ενέργειες της κυβέρνησης,favor_government
q_court_pos,Съдът е склонен да благоприятства правителствените действия,favor_government
q_court_pos,A Bíróság többnyire az ellenzéket támogatja,favor_opposition
q_court_pos,Court tends to favor opposition groups,favor_opposition
q_court_pos,Curtea tinde să favorizeze grupările de opoziție,favor_opposition
q_court_pos,"Das Gericht neigt eher Gruppen zu, die der Regierung widersprechen",favor_opposition
q_court_pos,De Raad heeft de neiging om positief te staan ten aanzien van oppositiegroepen,favor_opposition
q_court_pos,Domstolen tenderar att gynna oppositionsgrupper,favor_opposition
q_court_pos,El Tribunal tiende a favorecer a los grupos de la oposición,favor_opposition
q_court_pos,Højesteret favoriserer oppositionsgrupper,favor_opposition
q_court_pos,Kohus kaldub eelistama opositsioonis olevaid rühmi,favor_opposition
q_court_pos,La Cour a tendance à favoriser les groupes opposés au gouvernement,favor_opposition
q_court_pos,La corte tende a favorire gruppi di opposizione,favor_opposition
q_court_pos,O tribunal tende a favorecer os grupos da oposição,favor_opposition
q_court_pos,Sodišče se nagiba k podpiranju opozicijskih skupin.,favor_opposition
q_court_pos,Sud je sklon oporbenim skupinama,favor_opposition
q_court_pos,Súd sa zvykne prikloniť k opozičným skupinám,favor_opposition
q_court_pos,Teismas dažnai palankesnis opozicinėms grupėms,favor_opposition
q_court_pos,Tiesa parasti atbalsta valdības opozīcijā esošās grupas,favor_opposition
q_court_pos,Trybunał ma tendencję do faworyzowania grup opozycyjnych,favor_opposition
q_court_pos,Valiokunnalla on taipumuksena suosia oppositioryhmiä,favor_opposition
q_court_pos,Το Δικαστήριο τείνει να ευνοεί αντίθετες ομάδες,favor_opposition
q_court_pos,Съдът е склонен да благоприятства противопоставящи се групи,favor_opposition
q_court_pos,Don't know,NA
q_court_pos,Ei osaa sanoa,NA
q_court_pos,Ei tea,NA
q_court_pos,Ne vem,NA
q_court_pos,Ne znam,NA
q_court_pos,Nem tudom,NA
q_court_pos,Neviem,NA
q_court_pos,Nevím,NA
q_court_pos,Nezinu,NA
q_court_pos,Nežinau,NA
q_court_pos,Nie wiem,NA
q_court_pos,No lo sé,NA
q_court_pos,Non so,NA
q_court_pos,Nu știu,NA
q_court_pos,Não sei,NA
q_court_pos,Ved ikke,NA
q_court_pos,Vet ej,NA
q_court_pos,Weet niet,NA
q_court_pos,Weiß nicht,NA
q_court_pos,Δεν γνωρίζω,NA
q_court_pos,Не знам,NA
q_econ_eval_retro,Abbastanza migliorata,little_better
q_econ_eval_retro,Egy kicsit jobb,little_better
q_econ_eval_retro,Es un poco mejor,little_better
q_econ_eval_retro,Este puţin mai bună,little_better
q_econ_eval_retro,Etwas besser ist,little_better
q_econ_eval_retro,Iets beter is,little_better
q_econ_eval_retro,Is a little better,little_better
q_econ_eval_retro,Jonkin verran parempi,little_better
q_econ_eval_retro,Lidt bedre,little_better
q_econ_eval_retro,Malo bolja,little_better
q_econ_eval_retro,Nekoliko boljše,little_better
q_econ_eval_retro,Något bättre,little_better
q_econ_eval_retro,O něco lepší,little_better
q_econ_eval_retro,Raczej się poprawiła,little_better
q_econ_eval_retro,S’est un peu améliorée,little_better
q_econ_eval_retro,Trochu zlepšila,little_better
q_econ_eval_retro,Um pouco melhor,little_better
q_econ_eval_retro,pisut paremaks,little_better
q_econ_eval_retro,Šiek tiek geresnė,little_better
q_econ_eval_retro,Είναι λίγο καλύτερη,little_better
q_econ_eval_retro,Е малко по-добра,little_better
q_econ_eval_retro,A un peu empiré,little_worse
q_econ_eval_retro,Abbastanza peggiorata,little_worse
q_econ_eval_retro,Egy kicsit rosszabb,little_worse
q_econ_eval_retro,Es un poco peor,little_worse
q_econ_eval_retro,Este puţin mai proastă,little_worse
q_econ_eval_retro,Etwas schlechter ist,little_worse
q_econ_eval_retro,Iets slechter is,little_worse
q_econ_eval_retro,Is a little worse,little_worse
q_econ_eval_retro,Lidt værre,little_worse
q_econ_eval_retro,Lite sämre,little_worse
q_econ_eval_retro,Malo lošija,little_worse
q_econ_eval_retro,Nekoliko slabše,little_worse
q_econ_eval_retro,O něco horší,little_worse
q_econ_eval_retro,Raczej się pogorszyła,little_worse
q_econ_eval_retro,Trochu zhoršila,little_worse
q_econ_eval_retro,Um pouco pior,little_worse
q_econ_eval_retro,Vähän huonompi,little_worse
q_econ_eval_retro,natuke halvemaks,little_worse
q_econ_eval_retro,Šiek tiek blogesnė,little_worse
q_econ_eval_retro,Είναι λίγο χειρότερη,little_worse
q_econ_eval_retro,Е малко по-лоша,little_worse
q_econ_eval_retro,Dosti boljše,much_better
q_econ_eval_retro,Es mucho mejor,much_better
q_econ_eval_retro,Este mult mai bună,much_better
q_econ_eval_retro,Is a lot better,much_better
q_econ_eval_retro,Meget bedre,much_better
q_econ_eval_retro,Mnohem lepší,much_better
q_econ_eval_retro,Molto migliorata,much_better
q_econ_eval_retro,Muito melhor,much_better
q_econ_eval_retro,Mycket bättre,much_better
q_econ_eval_retro,Paljon parempi,much_better
q_econ_eval_retro,Puno bolja,much_better
q_econ_eval_retro,Sokkal jobb,much_better
q_econ_eval_retro,S’est beaucoup améliorée,much_better
q_econ_eval_retro,Veel beter is,much_better
q_econ_eval_retro,Výrazne zlepšila,much_better
q_econ_eval_retro,Wesentlich besser ist,much_better
q_econ_eval_retro,Zdecydowanie się poprawiła,much_better
q_econ_eval_retro,daudz labāka,much_better
q_econ_eval_retro,nedaudz labāka,much_better
q_econ_eval_retro,palju paremaks,much_better
q_econ_eval_retro,Žymiai geresnė,much_better
q_econ_eval_retro,Είναι πολύ καλύτερη,much_better
q_econ_eval_retro,Е много по-добра,much_better
q_econ_eval_retro,A beaucoup empiré,much_worse
q_econ_eval_retro,Dosti slabše,much_worse
q_econ_eval_retro,Es mucho peor,much_worse
q_econ_eval_retro,Este mult mai proastă,much_worse
q_econ_eval_retro,Is a lot worse,much_worse
q_econ_eval_retro,Meget værre,much_worse
q_econ_eval_retro,Mnohem horší,much_worse
q_econ_eval_retro,Molto peggiorata,much_worse
q_econ_eval_retro,Muito pior,much_worse
q_econ_eval_retro,Mycket sämre,much_worse
q_econ_eval_retro,Paljon huonompi,much_worse
q_econ_eval_retro,Puno lošija,much_worse
q_econ_eval_retro,Sokkal rosszabb,much_worse
q_econ_eval_retro,Veel slechter is,much_worse
q_econ_eval_retro,Výrazne zhoršila,much_worse
q_econ_eval_retro,Wesentlich schlechter ist,much_worse
q_econ_eval_retro,Zdecydowanie się pogorszyła,much_worse
q_econ_eval_retro,daudz sliktāka,much_worse
q_econ_eval_retro,nedaudz sliktāka,much_worse
q_econ_eval_retro,palju halvemaks,much_worse
q_econ_eval_retro,Žymiai blogesnė,much_worse
q_econ_eval_retro,Είναι πολύ χειρότερη,much_worse
q_econ_eval_retro,Е много по-лоша,much_worse
q_econ_eval_retro,A rămas la fel,same
q_econ_eval_retro,Det samme,same
q_econ_eval_retro,Detsamma,same
q_econ_eval_retro,Enako,same
q_econ_eval_retro,Ennallaan,same
q_econ_eval_retro,Est restée la même,same
q_econ_eval_retro,Gleich geblieben ist,same
q_econ_eval_retro,Ha permanecido igual,same
q_econ_eval_retro,Has stayed the same,same
q_econ_eval_retro,Hetzelfde is gebleven,same
q_econ_eval_retro,Igual,same
q_econ_eval_retro,Išliko tokia pati,same
q_econ_eval_retro,Nie zmieniła się,same
q_econ_eval_retro,Ostala nepromijenjena,same
q_econ_eval_retro,Rimasta uguale,same
q_econ_eval_retro,Ugyanolyan maradt,same
q_econ_eval_retro,Zostala rovnaká,same
q_econ_eval_retro,Zůstala stejná,same
q_econ_eval_retro,jäänud samaks,same
q_econ_eval_retro,palikusi tāda pati,same
q_econ_eval_retro,Παρέμεινε η ίδια,same
q_econ_eval_retro,Останала е същата,same
q_eu_trust_val,Completely distrust,completely_distrust
q_eu_trust_val,Desconfía por completo,completely_distrust
q_eu_trust_val,Egyáltalán nem bízom benne,completely_distrust
q_eu_trust_val,Ei usalda üldse,completely_distrust
q_eu_trust_val,Epäilen täysin,completely_distrust
q_eu_trust_val,Je ne lui fais pas du tout confiance,completely_distrust
q_eu_trust_val,Meget mistillid,completely_distrust
q_eu_trust_val,Misstraue vollkommen,completely_distrust
q_eu_trust_val,Naprosto nedůvěřuji,completely_distrust
q_eu_trust_val,Neîncredere totală,completely_distrust
q_eu_trust_val,Não confio de todo,completely_distrust
q_eu_trust_val,Pilnībā neuzticos,completely_distrust
q_eu_trust_val,Visiškai nepasitikiu,completely_distrust
q_eu_trust_val,Volledig wantrouwen,completely_distrust
q_eu_trust_val,Vôbec tomu nedôverujem,completely_distrust
q_eu_trust_val,Zupełnie jej nie ufam,completely_distrust
q_eu_trust_val,Δεν την εμπιστεύομαι καθόλου,completely_distrust
q_eu_trust_val,Изобщо нямам доверие,completely_distrust
q_eu_trust_val,Completely trust,completely_trust
q_eu_trust_val,Confio totalmente,completely_trust
q_eu_trust_val,Confía por completo,completely_trust
q_eu_trust_val,Del tutto fiducioso/a,completely_trust
q_eu_trust_val,Fuld tillid,completely_trust
q_eu_trust_val,Je lui fais totalement confiance,completely_trust
q_eu_trust_val,Litar inte alls på,completely_trust
q_eu_trust_val,Luotan täysin,completely_trust
q_eu_trust_val,Meget tillid,completely_trust
q_eu_trust_val,Naprosto důvěřuji,completely_trust
q_eu_trust_val,Nikakor ne zaupam,completely_trust
q_eu_trust_val,Pilnībā uzticos,completely_trust
q_eu_trust_val,Povsem zaupam,completely_trust
q_eu_trust_val,Slet ingen tillid,completely_trust
q_eu_trust_val,Teljesen bízom benne,completely_trust
q_eu_trust_val,Usaldan täiesti,completely_trust
q_eu_trust_val,Vertraue vollkommen,completely_trust
q_eu_trust_val,Visiškai pasitikiu,completely_trust
q_eu_trust_val,Volledig vertrouwen,completely_trust
q_eu_trust_val,W pełni jej ufam,completely_trust
q_eu_trust_val,Încredere totală,completely_trust
q_eu_trust_val,Úplne tomu dôverujem,completely_trust
q_eu_trust_val,Την εμπιστεύομαι απόλυτα,completely_trust
q_eu_trust_val,Напълно имам доверие,completely_trust
